"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"8/13/2024","8/13/2024","8/14/2024","DNLI","Denali Therapeutics
CUSIP: 24823R105","Buy","46","$22.81","($1,049.26)"
"8/12/2024","8/12/2024","8/13/2024","AMZN","AMZN 8/16/2024 Call $172.50","BTC","1","$0.51","($51.03)"
"8/12/2024","8/12/2024","8/13/2024","BA","Boeing
CUSIP: 097023105","Buy","10","$164.86","($1,648.55)"
"8/12/2024","8/12/2024","8/13/2024","AMZN","AMZN 8/16/2024 Call $172.50","STO","1","$0.67","$66.95"
"8/12/2024","8/12/2024","8/13/2024","PLTR","Palantir Technologies
CUSIP: 69608A108","Sell","100","$29.88","$2,988.19"
"8/12/2024","8/12/2024","8/13/2024","SOFI","SoFi Technologies
CUSIP: 83406F102","Sell","400","$6.55","$2,620.05"
"8/8/2024","8/8/2024","8/9/2024","SOFI","SoFi Technologies
CUSIP: 83406F102","Buy","300","$6.66","($1,998.78)"
"8/8/2024","8/8/2024","8/9/2024","AMZN","Amazon
CUSIP: 023135106","Buy","60","$166.02","($9,961.20)"
"8/8/2024","8/8/2024","8/9/2024","VZ","Verizon
CUSIP: 92343V104","Sell","200","$40.47","$8,093.76"
"8/8/2024","8/8/2024","8/9/2024","AMZN","Amazon
CUSIP: 023135106","Buy","20","$165.30","($3,306.00)"
"8/8/2024","8/8/2024","8/9/2024","SPY","SPY 8/8/2024 Put $527.00","STC","1","$2.08","$207.95"
"8/8/2024","8/8/2024","8/9/2024","SPY","SPY 8/8/2024 Put $527.00","BTO","1","$1.96","($196.03)"
"8/8/2024","8/8/2024","8/9/2024","VZ","Verizon
CUSIP: 92343V104","Buy","200","$40.74","($8,147.00)"
"8/8/2024","8/8/2024","8/9/2024","PLTR","Palantir Technologies
CUSIP: 69608A108","Buy","100","$27.71","($2,770.68)"
"8/8/2024","8/8/2024","8/9/2024","VZ","Verizon
CUSIP: 92343V104","Buy","200","$40.50","($8,100.00)"
"8/8/2024","8/8/2024","8/9/2024","HOOD","Robinhood Markets
CUSIP: 770700102","Buy","200","$18.40","($3,680.00)"
"8/7/2024","8/7/2024","8/8/2024","AMZN","Amazon
CUSIP: 023135106","Buy","10","$161.20","($1,612.00)"
"8/7/2024","8/7/2024","8/8/2024","HOOD","Robinhood Markets
CUSIP: 770700102","Sell","600","$16.98","$10,187.79"
"8/7/2024","8/7/2024","8/8/2024","HOOD","Robinhood Markets
CUSIP: 770700102","Buy","500","$17.11","($8,554.85)"
"8/7/2024","8/7/2024","8/8/2024","HOOD","Robinhood Markets
CUSIP: 770700102","Sell","200","$17.02","$3,403.89"
"8/7/2024","8/7/2024","8/8/2024","HOOD","Robinhood Markets
CUSIP: 770700102","Buy","298","$17.17","($5,116.66)"
"8/7/2024","8/7/2024","8/8/2024","HOOD","Robinhood Markets
CUSIP: 770700102","Buy","2","$17.16","($34.32)"
"8/7/2024","8/7/2024","8/8/2024","HOOD","Robinhood Markets
CUSIP: 770700102","Buy","100","$17.17","($1,716.90)"
"8/7/2024","8/7/2024","8/8/2024","HOOD","Robinhood Markets
CUSIP: 770700102","Buy","398","$17.17","($6,833.66)"
"8/7/2024","8/7/2024","8/8/2024","HOOD","Robinhood Markets
CUSIP: 770700102","Buy","2","$17.17","($34.34)"
"8/7/2024","8/7/2024","8/8/2024","HOOD","Robinhood Markets
CUSIP: 770700102","Buy","100","$17.17","($1,717.00)"
"8/7/2024","8/7/2024","8/8/2024","HOOD","Robinhood Markets
CUSIP: 770700102","Buy","100","$17.16","($1,716.50)"
"8/7/2024","8/7/2024","8/8/2024","SPY","SPY 8/8/2024 Call $520.00","STC","4","$4.55","$1,819.81"
"8/7/2024","8/7/2024","8/8/2024","SPY","SPY 8/8/2024 Call $520.00","STC","4","$4.55","$1,819.81"
"8/7/2024","8/7/2024","8/8/2024","SPY","SPY 8/8/2024 Call $520.00","STC","1","$4.54","$453.94"
"8/7/2024","8/7/2024","8/8/2024","SPY","SPY 8/8/2024 Call $520.00","STC","1","$4.54","$453.94"
"8/7/2024","8/7/2024","8/8/2024","SPY","SPY 8/8/2024 Call $520.00","BTO","10","$4.62","($4,620.30)"
"8/7/2024","8/7/2024","8/8/2024","TSLA","Tesla
CUSIP: 88160R101","Buy","30","$192.20","($5,766.15)"
"8/7/2024","8/7/2024","8/8/2024","TNA","TNA 8/9/2024 Put $35.00","STC","1","$1.40","$139.95"
"8/7/2024","8/7/2024","8/8/2024","TNA","TNA 8/9/2024 Put $35.00","STC","1","$1.40","$139.95"
"8/7/2024","8/7/2024","8/8/2024","TNA","TNA 8/9/2024 Put $35.00","STC","1","$1.40","$139.95"
"8/7/2024","8/7/2024","8/8/2024","SPY","SPY 8/8/2024 Put $519.00","STC","5","$3.48","$1,739.79"
"8/7/2024","8/7/2024","8/8/2024","SPY","SPY 8/8/2024 Put $519.00","BTO","5","$3.73","($1,865.15)"
"8/7/2024","8/7/2024","8/7/2024","QQQ","Stock Lending","SLIP","","","$0.01"
"8/7/2024","8/7/2024","8/7/2024","DNLI","Stock Lending","SLIP","","","$0.01"
"8/7/2024","8/7/2024","8/8/2024","SPY","SPY 8/8/2024 Put $522.00","STC","1","$4.74","$473.94"
"8/7/2024","8/7/2024","8/8/2024","TNA","TNA 8/9/2024 Put $35.00","BTO","1","$1.30","($130.03)"
"8/7/2024","8/7/2024","8/8/2024","TNA","TNA 8/9/2024 Put $35.00","BTO","1","$1.30","($130.03)"
"8/7/2024","8/7/2024","8/8/2024","TNA","TNA 8/9/2024 Put $35.00","BTO","1","$1.30","($130.03)"
"8/7/2024","8/7/2024","8/8/2024","SPY","SPY 8/8/2024 Put $522.00","BTO","1","$3.62","($362.03)"
"8/7/2024","8/7/2024","8/8/2024","SPY","SPY 8/7/2024 Call $523.00","STC","1","$2.35","$234.95"
"8/7/2024","8/7/2024","8/8/2024","SPY","SPY 8/7/2024 Call $523.00","BTO","1","$2.18","($218.03)"
"8/7/2024","8/7/2024","8/8/2024","SPY","SPY 8/7/2024 Call $523.00","STC","9","$1.95","$1,754.65"
"8/7/2024","8/7/2024","8/8/2024","SPY","SPY 8/7/2024 Call $523.00","STC","1","$1.95","$194.95"
"8/7/2024","8/7/2024","8/8/2024","SPY","SPY 8/7/2024 Call $523.00","STC","1","$1.95","$194.95"
"8/7/2024","8/7/2024","8/8/2024","SPY","SPY 8/7/2024 Call $523.00","STC","9","$1.95","$1,754.65"
"8/7/2024","8/7/2024","8/8/2024","SPY","SPY 8/7/2024 Call $523.00","BTO","20","$2.10","($4,200.60)"
"8/7/2024","8/7/2024","8/8/2024","SPY","SPY 8/7/2024 Put $524.00","STC","2","$1.43","$285.92"
"8/7/2024","8/7/2024","8/8/2024","SPY","SPY 8/7/2024 Put $524.00","STC","3","$1.43","$428.88"
"8/7/2024","8/7/2024","8/8/2024","SPY","SPY 8/7/2024 Put $524.00","STC","3","$1.43","$428.88"
"8/7/2024","8/7/2024","8/8/2024","SPY","SPY 8/7/2024 Put $524.00","STC","1","$1.43","$142.95"
"8/7/2024","8/7/2024","8/8/2024","SPY","SPY 8/7/2024 Put $524.00","STC","1","$1.43","$142.95"
"8/7/2024","8/7/2024","8/8/2024","SPY","SPY 8/7/2024 Put $524.00","BTO","10","$1.67","($1,670.30)"
"8/7/2024","8/7/2024","8/8/2024","SPY","SPY 8/7/2024 Call $526.00","STC","1","$1.51","$150.95"
"8/7/2024","8/7/2024","8/8/2024","SPY","SPY 8/7/2024 Call $526.00","STC","1","$1.51","$150.95"
"8/7/2024","8/7/2024","8/8/2024","SPY","SPY 8/7/2024 Call $526.00","BTO","2","$1.45","($290.06)"
"8/7/2024","8/7/2024","8/8/2024","SPY","SPY 8/7/2024 Put $527.00","STC","5","$2.16","$1,079.80"
"8/7/2024","8/7/2024","8/8/2024","SPY","SPY 8/7/2024 Put $527.00","BTO","5","$1.43","($715.15)"
"8/7/2024","8/7/2024","8/8/2024","SPY","SPY 8/7/2024 Put $527.00","STC","2","$1.43","$285.92"
"8/7/2024","8/7/2024","8/8/2024","SPY","SPY 8/7/2024 Put $527.00","BTO","2","$1.79","($358.06)"
"8/7/2024","8/7/2024","8/8/2024","TLT","iShares 20+ Year Treasury Bond ETF
CUSIP: 464287432
Dividend Reinvestment","Buy","0.655494","$96.37","($63.17)"
"8/7/2024","8/7/2024","8/8/2024","AMZN","Amazon
CUSIP: 023135106","Buy","10","$166.20","($1,661.98)"
"8/7/2024","8/7/2024","8/8/2024","SPY","SPY 8/7/2024 Put $525.00","STC","1","$0.89","$88.95"
"8/6/2024","8/6/2024","8/6/2024","TLT","Cash Div: R/D 2024-08-01 P/D 2024-08-06 - 200.629133 shares at 0.314856","CDIV","","","$63.17"
"8/6/2024","8/6/2024","8/7/2024","ABNB","Airbnb
CUSIP: 009066101","Buy","10","$109.80","($1,098.00)"
"8/6/2024","8/6/2024","8/7/2024","BA","Boeing
CUSIP: 097023105","Buy","5","$164.99","($824.95)"
"8/6/2024","8/6/2024","8/7/2024","HOOD","Robinhood Markets
CUSIP: 770700102","Sell","500","$17.40","$8,701.67"
"8/6/2024","8/6/2024","8/7/2024","SPY","SPY 8/7/2024 Put $525.00","BTO","1","$3.36","($336.03)"
"8/6/2024","8/6/2024","8/7/2024","SPY","SPY 9/30/2024 Put $526.00","STC","5","$14.58","$7,289.63"
"8/6/2024","8/6/2024","8/7/2024","HOOD","Robinhood Markets
CUSIP: 770700102","Buy","500","$17.27","($8,633.00)"
"8/6/2024","8/6/2024","8/7/2024","SPY","SPY 9/30/2024 Put $526.00","BTO","5","$14.75","($7,375.15)"
"8/6/2024","8/6/2024","8/7/2024","SPY","SPY 8/7/2024 Put $523.00","STC","8","$2.37","$1,895.68"
"8/6/2024","8/6/2024","8/7/2024","SPY","SPY 8/7/2024 Put $523.00","BTO","5","$2.31","($1,155.15)"
"8/6/2024","8/6/2024","8/7/2024","SPY","SPY 8/7/2024 Put $520.00","STC","1","$1.32","$131.95"
"8/6/2024","8/6/2024","8/7/2024","SPY","SPY 8/7/2024 Put $520.00","STC","1","$1.32","$131.95"
"8/6/2024","8/6/2024","8/7/2024","SPY","SPY 8/7/2024 Put $520.00","BTO","2","$1.71","($342.06)"
"8/6/2024","8/6/2024","8/7/2024","SPY","SPY 8/6/2024 Put $525.00","STC","1","$1.63","$162.95"
"8/6/2024","8/6/2024","8/7/2024","SPY","SPY 8/6/2024 Put $525.00","STC","1","$1.63","$162.95"
"8/6/2024","8/6/2024","8/7/2024","SPY","SPY 8/6/2024 Put $525.00","BTO","2","$1.79","($358.06)"
"8/6/2024","8/6/2024","8/7/2024","SPY","SPY 8/7/2024 Put $523.00","BTO","1","$3.58","($358.03)"
"8/6/2024","8/6/2024","8/7/2024","SPY","SPY 8/7/2024 Put $523.00","BTO","1","$3.57","($357.03)"
"8/6/2024","8/6/2024","8/7/2024","SPY","SPY 8/7/2024 Put $523.00","BTO","1","$3.58","($358.03)"
"8/6/2024","8/6/2024","8/7/2024","SPY","SPY 8/6/2024 Call $525.00","STC","10","$1.60","$1,599.62"
"8/6/2024","8/6/2024","8/7/2024","SPY","SPY 8/6/2024 Call $525.00","STC","10","$1.60","$1,599.62"
"8/6/2024","8/6/2024","8/7/2024","SPY","SPY 8/6/2024 Call $525.00","BTO","5","$2.15","($1,075.15)"
"8/6/2024","8/6/2024","8/7/2024","SPY","SPY 8/6/2024 Call $525.00","BTO","15","$2.15","($3,225.45)"
"8/6/2024","8/6/2024","8/7/2024","SPY","SPY 8/6/2024 Put $524.00","STC","9","$2.55","$2,294.63"
"8/6/2024","8/6/2024","8/7/2024","SPY","SPY 8/6/2024 Put $524.00","STC","1","$2.55","$254.95"
"8/6/2024","8/6/2024","8/7/2024","SPY","SPY 8/6/2024 Call $524.00","STC","9","$2.51","$2,258.63"
"8/6/2024","8/6/2024","8/7/2024","SPY","SPY 8/6/2024 Put $524.00","BTO","10","$3.09","($3,090.30)"
"8/6/2024","8/6/2024","8/7/2024","SPY","SPY 8/6/2024 Call $524.00","STC","1","$2.51","$250.95"
"8/6/2024","8/6/2024","8/7/2024","SPY","SPY 8/6/2024 Call $524.00","BTO","10","$2.42","($2,420.30)"
"8/6/2024","8/6/2024","8/7/2024","SPY","SPY 8/6/2024 Put $522.00","STC","5","$2.09","$1,044.81"
"8/6/2024","8/6/2024","8/7/2024","SPY","SPY 8/6/2024 Put $522.00","BTO","5","$2.42","($1,210.15)"
"8/6/2024","8/6/2024","8/7/2024","HOOD","HOOD 8/9/2024 Call $16.50","STC","10","$1.20","$1,199.63"
"8/6/2024","8/6/2024","8/7/2024","JEPQ","J.P. Morgan Exchange-Traded Fund Trust JPMorgan Nasdaq Equity Premium Income ETF
CUSIP: 46654Q203
Dividend Reinvestment","Buy","8.525359","$50.08","($426.95)"
"8/5/2024","8/5/2024","8/5/2024","JEPQ","Cash Div: R/D 2024-08-01 P/D 2024-08-05 - 1000.437019 shares at 0.42676","CDIV","","","$426.95"
"8/5/2024","8/5/2024","8/6/2024","NVDA","NVIDIA
CUSIP: 67066G104","Buy","10","$95.38","($953.80)"
"8/5/2024","8/5/2024","8/6/2024","NVDA","NVIDIA
CUSIP: 67066G104","BCXL","10","$98.51","$985.05"
"8/5/2024","8/5/2024","8/6/2024","SPY","SPY 8/6/2024 Call $517.00","STC","1","$4.07","$406.94"
"8/5/2024","8/5/2024","8/6/2024","SPY","SPY 8/6/2024 Call $517.00","BTO","1","$4.50","($450.03)"
"8/5/2024","8/5/2024","8/6/2024","HOOD","HOOD 8/9/2024 Call $16.50","BTO","1","$1.10","($110.03)"
"8/5/2024","8/5/2024","8/6/2024","HOOD","HOOD 8/9/2024 Call $16.50","BTO","4","$1.10","($440.12)"
"8/5/2024","8/5/2024","8/6/2024","HOOD","HOOD 8/9/2024 Call $16.50","BTO","1","$1.10","($110.03)"
"8/5/2024","8/5/2024","8/6/2024","HOOD","HOOD 8/9/2024 Call $16.50","BTO","3","$1.10","($330.09)"
"8/5/2024","8/5/2024","8/6/2024","HOOD","HOOD 8/9/2024 Call $16.50","BTO","1","$1.10","($110.03)"
"8/5/2024","8/5/2024","8/6/2024","HOOD","Robinhood Markets
CUSIP: 770700102","Sell","2000","$16.26","$32,518.76"
"8/5/2024","8/5/2024","8/6/2024","DNLI","Denali Therapeutics
CUSIP: 24823R105","Sell","1000","$21.47","$21,472.23"
"8/5/2024","8/5/2024","8/6/2024","NVDA","NVIDIA
CUSIP: 67066G104","Sell","10","$102.59","$1,025.88"
"8/5/2024","8/5/2024","8/6/2024","COIN","Coinbase
CUSIP: 19260Q107","Sell","100","$195.75","$19,574.43"
"8/5/2024","8/5/2024","8/6/2024","SPY","SPY 8/5/2024 Put $519.00","STC","10","$2.34","$2,339.60"
"8/5/2024","8/5/2024","8/6/2024","SPY","SPY 8/5/2024 Put $519.00","BTO","10","$2.62","($2,620.30)"
"8/5/2024","8/5/2024","8/6/2024","NVDA","NVIDIA
CUSIP: 67066G104","Buy","10","$98.51","($985.05)"
"8/5/2024","8/5/2024","8/6/2024","QQQ","Invesco QQQ
CUSIP: 46090E103","Buy","2","$433.64","($867.27)"
"8/5/2024","8/5/2024","8/6/2024","SPY","SPDR S&P 500 ETF
CUSIP: 78462F103","Buy","2","$517.62","($1,035.24)"
"8/5/2024","8/5/2024","8/6/2024","COIN","Coinbase
CUSIP: 19260Q107","Buy","50","$176.16","($8,808.24)"
"8/5/2024","8/5/2024","8/6/2024","HOOD","Robinhood Markets
CUSIP: 770700102","Buy","1000","$14.49","($14,486.00)"
"8/5/2024","8/5/2024","8/6/2024","DNLI","Denali Therapeutics
CUSIP: 24823R105","Buy","200","$20.40","($4,081.00)"
"8/5/2024","8/5/2024","8/6/2024","COIN","Coinbase
CUSIP: 19260Q107","Buy","50","$168.72","($8,435.75)"
"8/5/2024","8/5/2024","8/6/2024","HOOD","Robinhood Markets
CUSIP: 770700102","Buy","500","$14.12","($7,062.50)"
"8/5/2024","8/5/2024","8/6/2024","HOOD","Robinhood Markets
CUSIP: 770700102","Buy","500","$14.00","($6,999.00)"
"8/5/2024","8/5/2024","8/6/2024","DNLI","Denali Therapeutics
CUSIP: 24823R105","Buy","200","$19.83","($3,966.00)"
"8/5/2024","8/5/2024","8/6/2024","JEPQ","J.P. Morgan Exchange-Traded Fund Trust JPMorgan Nasdaq Equity Premium Income ETF
CUSIP: 46654Q203","Sell","5","$48.29","$241.45"
"8/5/2024","8/5/2024","8/6/2024","JEPQ","J.P. Morgan Exchange-Traded Fund Trust JPMorgan Nasdaq Equity Premium Income ETF
CUSIP: 46654Q203","Sell","20","$48.29","$965.77"
"8/5/2024","8/5/2024","8/6/2024","JEPQ","J.P. Morgan Exchange-Traded Fund Trust JPMorgan Nasdaq Equity Premium Income ETF
CUSIP: 46654Q203","Sell","73","$48.26","$3,522.87"
"8/5/2024","8/5/2024","8/6/2024","JEPQ","J.P. Morgan Exchange-Traded Fund Trust JPMorgan Nasdaq Equity Premium Income ETF
CUSIP: 46654Q203","Sell","2","$48.27","$96.54"
"8/5/2024","8/5/2024","8/6/2024","O","Realty Income
CUSIP: 756109104","Sell","200","$56.32","$11,263.65"
"8/5/2024","8/5/2024","8/6/2024","JEPQ","J.P. Morgan Exchange-Traded Fund Trust JPMorgan Nasdaq Equity Premium Income ETF
CUSIP: 46654Q203","Sell","400","$48.75","$19,500.62"
"8/5/2024","8/5/2024","8/6/2024","AMZN","Amazon
CUSIP: 023135106","Sell","3","$160.70","$482.10"
"8/5/2024","8/5/2024","8/6/2024","AMZN","Amazon
CUSIP: 023135106","Sell","3","$160.70","$482.10"
"8/5/2024","8/5/2024","8/6/2024","AMZN","Amazon
CUSIP: 023135106","Sell","10","$160.70","$1,606.95"
"8/5/2024","8/5/2024","8/6/2024","AMZN","Amazon
CUSIP: 023135106","Sell","1","$160.70","$160.70"
"8/5/2024","8/5/2024","8/6/2024","AMZN","Amazon
CUSIP: 023135106","Sell","1","$160.70","$160.70"
"8/5/2024","8/5/2024","8/6/2024","AMZN","Amazon
CUSIP: 023135106","Sell","40","$160.70","$6,427.82"
"8/5/2024","8/5/2024","8/6/2024","AMZN","Amazon
CUSIP: 023135106","Sell","5","$160.70","$803.47"
"8/5/2024","8/5/2024","8/6/2024","AMZN","Amazon
CUSIP: 023135106","Sell","1","$160.70","$160.70"
"8/5/2024","8/5/2024","8/6/2024","AMZN","Amazon
CUSIP: 023135106","Sell","1","$160.70","$160.70"
"8/5/2024","8/5/2024","8/6/2024","AMZN","Amazon
CUSIP: 023135106","Sell","5","$160.70","$803.47"
"8/5/2024","8/5/2024","8/6/2024","AMZN","Amazon
CUSIP: 023135106","Sell","10","$160.70","$1,606.95"
"8/5/2024","8/5/2024","8/6/2024","AMZN","Amazon
CUSIP: 023135106","Sell","10","$160.70","$1,606.95"
"8/5/2024","8/5/2024","8/6/2024","AMZN","Amazon
CUSIP: 023135106","Sell","10","$160.70","$1,606.95"
"8/2/2024","8/2/2024","8/5/2024","DNLI","Denali Therapeutics
CUSIP: 24823R105","Buy","100","$21.68","($2,168.00)"
"8/2/2024","8/2/2024","8/5/2024","SPY","SPDR S&P 500 ETF
CUSIP: 78462F103","Buy","2","$531.73","($1,063.46)"
"8/2/2024","8/2/2024","8/5/2024","SPY","SPY 8/5/2024 Call $531.00","STC","1","$4.01","$400.94"
"8/2/2024","8/2/2024","8/5/2024","SPY","SPY 8/5/2024 Call $531.00","BTO","1","$3.86","($386.03)"
"8/2/2024","8/2/2024","8/5/2024","NVDA","NVIDIA
CUSIP: 67066G104","Sell","1","$105.93","$105.93"
"8/2/2024","8/2/2024","8/5/2024","SPY","SPY 8/2/2024 Put $531.00","STC","5","$1.39","$694.82"
"8/2/2024","8/2/2024","8/5/2024","SPY","SPY 8/2/2024 Put $531.00","STC","5","$1.39","$694.82"
"8/2/2024","8/2/2024","8/5/2024","SPY","SPY 8/2/2024 Put $531.00","STC","10","$1.46","$1,459.62"
"8/2/2024","8/2/2024","8/5/2024","SPY","SPY 8/2/2024 Put $531.00","BTO","15","$1.32","($1,980.45)"
"8/2/2024","8/2/2024","8/5/2024","SPY","SPY 8/2/2024 Put $531.00","BTO","5","$1.32","($660.15)"
"8/2/2024","8/2/2024","8/5/2024","SPY","SPY 8/2/2024 Call $532.00","STC","5","$1.05","$524.82"
"8/2/2024","8/2/2024","8/5/2024","SPY","SPY 8/2/2024 Call $532.00","BTO","2","$1.16","($232.06)"
"8/2/2024","8/2/2024","8/5/2024","SPY","SPY 8/2/2024 Call $532.00","BTO","3","$1.16","($348.09)"
"8/2/2024","8/2/2024","8/5/2024","AMZN","Amazon
CUSIP: 023135106","Buy","50","$167.98","($8,398.75)"
"8/2/2024","8/2/2024","8/5/2024","SPY","SPY 8/2/2024 Call $532.50","STC","4","$1.45","$579.85"
"8/2/2024","8/2/2024","8/5/2024","SPY","SPY 8/2/2024 Call $532.50","STC","13","$1.45","$1,884.51"
"8/2/2024","8/2/2024","8/5/2024","SPY","SPY 8/2/2024 Call $532.50","STC","42","$1.46","$6,130.44"
"8/2/2024","8/2/2024","8/5/2024","SPY","SPY 8/2/2024 Call $532.50","STC","1","$1.45","$144.95"
"8/2/2024","8/2/2024","8/5/2024","SPY","SPY 8/2/2024 Call $532.50","STC","6","$1.46","$875.77"
"8/2/2024","8/2/2024","8/5/2024","SPY","SPY 8/2/2024 Call $532.50","STC","34","$1.46","$4,962.75"
"8/2/2024","8/2/2024","8/5/2024","SPY","SPY 8/2/2024 Call $532.50","BTO","1","$1.96","($196.03)"
"8/2/2024","8/2/2024","8/5/2024","SPY","SPY 8/2/2024 Call $532.50","BTO","60","$1.96","($11,761.80)"
"8/2/2024","8/2/2024","8/5/2024","SPY","SPY 8/2/2024 Call $532.50","BTO","4","$1.97","($788.12)"
"8/2/2024","8/2/2024","8/5/2024","SPY","SPY 8/2/2024 Call $532.50","BTO","34","$1.97","($6,699.02)"
"8/2/2024","8/2/2024","8/5/2024","SPY","SPY 8/2/2024 Call $532.50","BTO","1","$1.96","($196.03)"
"8/2/2024","8/2/2024","8/5/2024","SPY","SPY 8/5/2024 Call $534.00","STC","8","$3.23","$2,583.66"
"8/2/2024","8/2/2024","8/5/2024","SPY","SPY 8/5/2024 Call $534.00","STC","1","$3.23","$322.95"
"8/2/2024","8/2/2024","8/5/2024","SPY","SPY 8/5/2024 Call $534.00","STC","1","$3.23","$322.95"
"8/2/2024","8/2/2024","8/5/2024","SPY","SPY 8/5/2024 Call $534.00","BTO","10","$3.61","($3,610.30)"
"8/2/2024","8/2/2024","8/5/2024","DNLI","Denali Therapeutics
CUSIP: 24823R105","Buy","100","$21.88","($2,188.50)"
"8/2/2024","8/2/2024","8/5/2024","NVDA","NVDA 8/9/2024 Call $108.00","STC","2","$4.19","$837.90"
"8/2/2024","8/2/2024","8/5/2024","NVDA","NVDA 8/9/2024 Call $108.00","STC","2","$4.19","$837.90"
"8/2/2024","8/2/2024","8/5/2024","NVDA","NVDA 8/9/2024 Call $108.00","STC","1","$4.19","$418.94"
"8/2/2024","8/2/2024","8/5/2024","NVDA","NVDA 8/9/2024 Call $108.00","STC","1","$4.19","$418.94"
"8/2/2024","8/2/2024","8/5/2024","NVDA","NVDA 8/9/2024 Call $108.00","STC","3","$4.19","$1,256.86"
"8/2/2024","8/2/2024","8/5/2024","NVDA","NVDA 8/9/2024 Call $108.00","BTO","3","$4.25","($1,275.09)"
"8/2/2024","8/2/2024","8/5/2024","JEPQ","J.P. Morgan Exchange-Traded Fund Trust JPMorgan Nasdaq Equity Premium Income ETF
CUSIP: 46654Q203","Buy","40","$51.19","($2,047.56)"
"8/2/2024","8/2/2024","8/5/2024","JEPQ","J.P. Morgan Exchange-Traded Fund Trust JPMorgan Nasdaq Equity Premium Income ETF
CUSIP: 46654Q203","Buy","60","$51.19","($3,071.40)"
"8/2/2024","8/2/2024","8/5/2024","NVDA","NVIDIA
CUSIP: 67066G104","Buy","1","$106.51","($106.51)"
"8/2/2024","8/2/2024","8/5/2024","NVDA","NVDA 8/9/2024 Call $108.00","BTO","1","$4.03","($403.03)"
"8/2/2024","8/2/2024","8/5/2024","NVDA","NVDA 8/9/2024 Call $108.00","BTO","1","$4.87","($487.03)"
"8/2/2024","8/2/2024","8/5/2024","NVDA","NVDA 8/9/2024 Call $108.00","BTO","2","$4.87","($974.06)"
"8/2/2024","8/2/2024","8/5/2024","NVDA","NVDA 8/9/2024 Call $108.00","BTO","2","$4.87","($974.06)"
"8/2/2024","8/2/2024","8/5/2024","AMD","AMD 8/9/2024 Call $135.00","STC","10","$5.55","$5,549.51"
"8/2/2024","8/2/2024","8/5/2024","AMD","AMD 8/9/2024 Call $135.00","BTO","10","$4.98","($4,980.30)"
"8/2/2024","8/2/2024","8/5/2024","SPY","SPY 8/5/2024 Put $534.00","STC","1","$6.24","$623.94"
"8/2/2024","8/2/2024","8/5/2024","SPY","SPY 8/2/2024 Call $534.00","STC","30","$2.85","$8,548.78"
"8/2/2024","8/2/2024","8/5/2024","SPY","SPY 8/2/2024 Call $534.00","STC","40","$2.85","$11,398.37"
"8/2/2024","8/2/2024","8/5/2024","SPY","SPY 8/2/2024 Call $534.00","STC","30","$2.85","$8,548.78"
"8/2/2024","8/2/2024","8/5/2024","SPY","SPY 8/2/2024 Call $534.00","BTO","100","$2.79","($27,903.00)"
"8/2/2024","8/2/2024","8/5/2024","TSLA","TSLA 8/9/2024 Put $200.00","BTC","1","$2.57","($257.03)"
"8/2/2024","8/2/2024","8/5/2024","SPY","SPY 8/5/2024 Put $534.00","BTO","1","$3.91","($391.03)"
"8/1/2024","8/1/2024","8/2/2024","AMZN","Amazon
CUSIP: 023135106","Buy","3","$170.25","($510.75)"
"8/1/2024","8/1/2024","8/2/2024","AMZN","Amazon
CUSIP: 023135106","Buy","17","$170.29","($2,894.93)"
"8/1/2024","8/1/2024","8/2/2024","AMZN","Amazon
CUSIP: 023135106","Buy","30","$170.29","($5,108.70)"
"8/1/2024","8/1/2024","8/2/2024","TSLA","TSLA 8/9/2024 Put $200.00","STO","1","$1.95","$194.95"
"8/1/2024","8/1/2024","8/2/2024","SPY","SPDR S&P 500 ETF
CUSIP: 78462F103
Dividend Reinvestment","Buy","0.009604","$549.74","($5.28)"
"8/1/2024","8/1/2024","8/2/2024","QQQ","Invesco QQQ
CUSIP: 46090E103
Dividend Reinvestment","Buy","0.011348","$469.65","($5.33)"
"7/31/2024","7/31/2024","7/31/2024","SPY","Cash Div: R/D 2024-06-21 P/D 2024-07-31 - 3 shares at 1.759024","CDIV","","","$5.28"
"7/31/2024","7/31/2024","7/31/2024","QQQ","Cash Div: R/D 2024-06-24 P/D 2024-07-31 - 7 shares at 0.7615","CDIV","","","$5.33"
"7/31/2024","7/31/2024","8/1/2024","SPY","Option Expiration for SPY 7/31/2024 Put $539.00","OEXP","5S","",""
"7/31/2024","7/31/2024","7/31/2024","","Interest Payment","INT","","","$56.26"
"7/31/2024","7/31/2024","8/1/2024","CRWD","CRWD 8/2/2024 Put $230.00","STC","1","$2.79","$278.95"
"7/30/2024","7/30/2024","7/31/2024","SPY","SPY 7/31/2024 Put $539.00","BTO","5","$2.95","($1,475.15)"
"7/30/2024","7/30/2024","7/31/2024","SPY","SPY 8/2/2024 Put $540.00","STC","1","$5.15","$514.94"
"7/30/2024","7/30/2024","7/31/2024","SPY","SPY 8/2/2024 Put $540.00","STC","2","$5.15","$1,029.90"
"7/30/2024","7/30/2024","7/31/2024","SPY","SPY 8/2/2024 Put $540.00","STC","2","$5.15","$1,029.90"
"7/30/2024","7/30/2024","7/31/2024","CRWD","CRWD 8/2/2024 Put $230.00","BTO","1","$4.43","($443.03)"
